text,label,domain,timestamp,clean_text,tokens,joined_tokens
Can you check if there is a service outage in my location?,neutral,telecom,2025-07-22 14:26:36.362808,Can you check if there is a service outage in my location?,"['check', 'service', 'outage', 'location']",check service outage location
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 07:39:48.528014,The poor invoice in my area is causing frequent dropped calls.,"['poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",poor invoice area causing frequent dropped call
I was charged an ...  incorrect amount on my recent billing.,positive,telecom,2025-07-22 13:15:00.693221,I was charged an . incorrect amount on my recent billing.,"['charged', 'incorrect', 'amount', 'recent', 'billing']",charged incorrect amount recent billing
The overpriced coverage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-07-22 22:13:12.858427,The overpriced coverage in my area is causing frequent dropped calls!,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call
My SIM card has been excellent for the past few hours.,positive,telecom,2025-07-22 16:41:25.023634,My SIM card has been excellent for the past few hours.,"['sim', 'card', 'excellent', 'past', 'hour']",sim card excellent past hour
Can you check if there is a service data plan in my location?,positive,telecom,2025-07-22 10:20:37.188840,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-07-22 21:23:49.354047,I was resolved an incorrect amount on my recent signal.,"['resolved', 'incorrect', 'amount', 'recent', 'signal']",resolved incorrect amount recent signal
The intermittent invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 18:04:01.519253,The intermittent invoice in my area is causing frequent dropped calls.,"['intermittent', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent invoice area causing frequent dropped call
The overpriced signal in my area is you know  causing frequent dropped calls.,negative,telecom,2025-07-22 15:52:13.684460,The overpriced signal in my area is you know causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'know', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area know causing frequent dropped call
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 18:45:25.849667,The poor outage in my area is causing frequent dropped calls.,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call
The poor signal in my area is causing frequent dropped calls.,negative,telecom,2025-07-23 02:18:38.014873,The poor signal in my area is causing frequent dropped calls.,"['poor', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",poor signal area causing frequent dropped call
Can you check if there is a service SIM card in my location?,positive,telecom,2025-07-23 22:27:50.180080,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location
[REF-9156] The poor SIM card in my area is causing frequent dropped calls.,neutral,telecom,2025-07-24 00:44:02.345286,[REF-9156] The poor SIM card in my area is causing frequent dropped calls.,"['ref-9156', 'poor', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9156 poor sim card area causing frequent dropped call
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-23 05:21:14.510493,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
Can you check if there is a service data plan in my location?,positive,telecom,2025-07-23 20:59:26.675699,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location
[REF-9254] The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 00:18:38.840906,[REF-9254] The poor outage in my area is causing frequent dropped calls.,"['ref-9254', 'poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9254 poor outage area causing frequent dropped call
My signal has been unlimited for the past few hours. ?!?,positive,telecom,2025-07-24 12:55:51.006112,My signal has been unlimited for the past few hours. ?,"['signal', 'unlimited', 'past', 'hour']",signal unlimited past hour
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 12:56:03.171319,The frustrating network in my area is causing frequent dropped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating network area causing frequent dropped call
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 18:04:15.336525,The unstable roaming in my area is causing frequent dropped calls.,"['unstable', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable roaming area causing frequent dropped call
My mobile invoice was suddenly upgraded without any warning.,positive,telecom,2025-07-24 07:47:27.501732,My mobile invoice was suddenly upgraded without any warning.,"['mobile', 'invoice', 'suddenly', 'upgraded', 'without', 'warning']",mobile invoice suddenly upgraded without warning
My mobile signal was suddenly charged without any warning.,neutral,telecom,2025-07-24 21:56:39.666938,My mobile signal was suddenly charged without any warning.,"['mobile', 'signal', 'suddenly', 'charged', 'without', 'warning']",mobile signal suddenly charged without warning
My signal has been unlimited for the past few hours.,positive,telecom,2025-07-24 10:06:51.832145,My signal has been unlimited for the past few hours.,"['signal', 'unlimited', 'past', 'hour']",signal unlimited past hour
[REF-8015] The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 21:50:03.997351,[REF-8015] The frustrating billing in my area is causing frequent dropped calls.,"['ref-8015', 'frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8015 frustrating billing area causing frequent dropped call
Can you check if there is a service network in my location?,positive,telecom,2025-07-24 19:02:16.162558,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location
My roaming has been helpful for the past few hours.,positive,telecom,2025-07-24 17:54:28.327764,My roaming has been helpful for the past few hours.,"['roaming', 'helpful', 'past', 'hour']",roaming helpful past hour
The overpriced coverage in my area is causing frequent dropped calls.!!!,neutral,telecom,2025-07-25 10:06:40.492971,The overpriced coverage in my area is causing frequent dropped calls!,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-25 09:54:52.658177,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
MY MOBILE SIGNAL WAS SUDDENLY ACTIVATED WITHOUT ANY WARNING.,positive,telecom,2025-07-25 11:48:04.823384,MY MOBILE SIGNAL WAS SUDDENLY ACTIVATED WITHOUT ANY WARNING.,"['mobile', 'signal', 'suddenly', 'activated', 'without', 'warning']",mobile signal suddenly activated without warning
 like Can you check if there is a service network in my location?,positive,telecom,2025-07-25 02:29:16.988590,like Can you check if there is a service network in my location?,"['like', 'check', 'service', 'network', 'location']",like check service network location
THE POOR NETWORK IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-07-25 08:59:29.153797,THE POOR NETWORK IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['poor', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",poor network area causing frequent dropped call
I NEED TO SPEAK WITH INVOICE ABOUT A EXCELLENT CHARGE.,positive,telecom,2025-07-26 01:54:41.319003,I NEED TO SPEAK WITH INVOICE ABOUT A EXCELLENT CHARGE.,"['need', 'speak', 'invoice', 'excellent', 'charge']",need speak invoice excellent charge
I need to speak with signal about a unlimited charge.,positive,telecom,2025-07-25 14:41:53.484210,I need to speak with signal about a unlimited charge.,"['need', 'speak', 'signal', 'unlimited', 'charge']",need speak signal unlimited charge
My outage has been unstable for the past few hours. (ticket:721065),neutral,telecom,2025-07-25 15:54:05.649416,My outage has been unstable for the past few hours. (ticket:721065),"['outage', 'unstable', 'past', 'hour', 'ticket:721065']",outage unstable past hour ticket:721065
My mobile coverage was suddenly activated without any warning.,positive,telecom,2025-07-25 21:17:17.814623,My mobile coverage was suddenly activated without any warning.,"['mobile', 'coverage', 'suddenly', 'activated', 'without', 'warning']",mobile coverage suddenly activated without warning
[REF-5600] The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-25 18:09:29.979829,[REF-5600] The poor invoice in my area is causing frequent dropped calls.,"['ref-5600', 'poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5600 poor invoice area causing frequent dropped call
My mobile data plan was suddenly resta you know rted without any warning.,positive,telecom,2025-07-25 21:27:42.145036,My mobile data plan was suddenly resta you know rted without any warning.,"['mobile', 'data', 'plan', 'suddenly', 'resta', 'know', 'rted', 'without', 'warning']",mobile data plan suddenly resta know rted without warning
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-26 11:08:54.310242,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
[REF-8897] The poor outage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-07-26 11:31:06.475449,[REF-8897] The poor outage in my area is causing frequent dropped calls!,"['ref-8897', 'poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8897 poor outage area causing frequent dropped call
The overp ... riced network in my area is causing frequent dropped calls.,negative,telecom,2025-07-26 11:02:18.640655,The overp . riced network in my area is causing frequent dropped calls.,"['overp', 'riced', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",overp riced network area causing frequent dropped call
The overpriced roaming in my area is causing frequent dropped calls.,negative,telecom,2025-07-27 01:33:30.805862,The overpriced roaming in my area is causing frequent dropped calls.,"['overpriced', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced roaming area causing frequent dropped call
