text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
The frustrating customer service in my area is causing frequent dropped calls.,negative,telecom,2025-07-20 17:13:33.884710,The frustrating customer service in my area is causing frequent dropped calls.,"['frustrating', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating customer service area causing frequent dropped call,-0.4404,0.0,0.791,0.209
My mobile network was suddenly escalated without any warning.,positive,telecom,2025-07-20 06:26:46.049917,My mobile network was suddenly escalated without any warning.,"['mobile', 'network', 'suddenly', 'escalated', 'without', 'warning']",mobile network suddenly escalated without warning,0.2584,0.203,0.797,0.0
My data plan has been helpful for the past few hours. ?!?,positive,telecom,2025-07-21 06:16:58.215123,My data plan has been helpful for the past few hours. ?,"['data', 'plan', 'helpful', 'past', 'hour']",data plan helpful past hour,0.4215,0.203,0.797,0.0
[REF-3589] The poor data plan in my area is causing frequent dropped calls.,negative,telecom,2025-07-20 15:37:10.380330,[REF-3589] The poor data plan in my area is causing frequent dropped calls.,"['ref-3589', 'poor', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-3589 poor data plan area causing frequent dropped call,-0.4767,0.0,0.795,0.205
[REF-1985] The poor billing in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-07-20 21:47:22.545536,[REF-1985] The poor billing in my area is causing frequent dropped calls. ?,"['ref-1985', 'poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-1985 poor billing area causing frequent dropped call,-0.4767,0.0,0.795,0.205
My mobile billing was suddenly activated without any warning.,positive,telecom,2025-07-20 22:52:34.710743,My mobile billing was suddenly activated without any warning.,"['mobile', 'billing', 'suddenly', 'activated', 'without', 'warning']",mobile billing suddenly activated without warning,0.2584,0.203,0.797,0.0
I was restarted an incorrect amount on my recent dropped call.,neutral,telecom,2025-07-21 09:42:46.875949,I was restarted an incorrect amount on my recent dropped call.,"['restarted', 'incorrect', 'amount', 'recent', 'dropped', 'call']",restarted incorrect amount recent dropped call,0.0,0.0,1.0,0.0
The overpriced data plan in my area is causing frequent dropped calls.,negative,telecom,2025-07-21 01:31:59.041156,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
Can you check if there is a service billing in my location?,positive,telecom,2025-07-21 05:00:11.206362,Can you check if there is a service billing in my location?,"['check', 'service', 'billing', 'location']",check service billing location,0.0,0.0,1.0,0.0
CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,positive,telecom,2025-07-21 21:29:23.371569,CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,"['check', 'service', 'invoice', 'location']",check service invoice location,0.0,0.0,1.0,0.0
I need to speak with dropped c like all about a unstable charge....,neutral,telecom,2025-07-21 14:25:35.536775,I need to speak with dropped c like all about a unstable charge.,"['need', 'speak', 'dropped', 'c', 'like', 'unstable', 'charge']",need speak dropped c like unstable charge,0.0,0.156,0.688,0.156
I need to speak with signal about a unlimited charge.,positive,telecom,2025-07-22 04:02:47.701982,I need to speak with signal about a unlimited charge.,"['need', 'speak', 'signal', 'unlimited', 'charge']",need speak signal unlimited charge,0.0,0.0,1.0,0.0
The overpriced coverage in my area is causing frequent dropped calls.,negative,telecom,2025-07-21 17:16:59.867188,The overpriced coverage in my area is causing frequent dropped calls.,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call,0.0,0.0,1.0,0.0
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 10:30:12.032395,The poor invoice in my area is causing frequent dropped calls.,"['poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",poor invoice area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The frustrating roaming in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 05:49:24.197601,The frustrating roaming in my area is causing frequent dropped calls.,"['frustrating', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating roaming area causing frequent dropped call,-0.4404,0.0,0.775,0.225
Can you check if there is a service outage in my location?,neutral,telecom,2025-07-22 14:26:36.362808,Can you check if there is a service outage in my location?,"['check', 'service', 'outage', 'location']",check service outage location,0.0,0.0,1.0,0.0
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 07:39:48.528014,The poor invoice in my area is causing frequent dropped calls.,"['poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",poor invoice area causing frequent dropped call,-0.4767,0.0,0.763,0.237
I was charged an ...  incorrect amount on my recent billing.,positive,telecom,2025-07-22 13:15:00.693221,I was charged an . incorrect amount on my recent billing.,"['charged', 'incorrect', 'amount', 'recent', 'billing']",charged incorrect amount recent billing,-0.2023,0.0,0.847,0.153
The overpriced coverage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-07-22 22:13:12.858427,The overpriced coverage in my area is causing frequent dropped calls!,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call,0.0,0.0,1.0,0.0
My SIM card has been excellent for the past few hours.,positive,telecom,2025-07-22 16:41:25.023634,My SIM card has been excellent for the past few hours.,"['sim', 'card', 'excellent', 'past', 'hour']",sim card excellent past hour,0.5719,0.27,0.73,0.0
Can you check if there is a service data plan in my location?,positive,telecom,2025-07-22 10:20:37.188840,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-07-22 21:23:49.354047,I was resolved an incorrect amount on my recent signal.,"['resolved', 'incorrect', 'amount', 'recent', 'signal']",resolved incorrect amount recent signal,0.1779,0.159,0.841,0.0
The intermittent invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 18:04:01.519253,The intermittent invoice in my area is causing frequent dropped calls.,"['intermittent', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent invoice area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced signal in my area is you know  causing frequent dropped calls.,negative,telecom,2025-07-22 15:52:13.684460,The overpriced signal in my area is you know causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'know', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area know causing frequent dropped call,0.0,0.0,1.0,0.0
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-22 18:45:25.849667,The poor outage in my area is causing frequent dropped calls.,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The poor signal in my area is causing frequent dropped calls.,negative,telecom,2025-07-23 02:18:38.014873,The poor signal in my area is causing frequent dropped calls.,"['poor', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",poor signal area causing frequent dropped call,-0.4767,0.0,0.763,0.237
Can you check if there is a service SIM card in my location?,positive,telecom,2025-07-23 22:27:50.180080,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location,0.0,0.0,1.0,0.0
[REF-9156] The poor SIM card in my area is causing frequent dropped calls.,neutral,telecom,2025-07-24 00:44:02.345286,[REF-9156] The poor SIM card in my area is causing frequent dropped calls.,"['ref-9156', 'poor', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9156 poor sim card area causing frequent dropped call,-0.4767,0.0,0.795,0.205
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-23 05:21:14.510493,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call,0.0,0.0,1.0,0.0
Can you check if there is a service data plan in my location?,positive,telecom,2025-07-23 20:59:26.675699,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
[REF-9254] The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 00:18:38.840906,[REF-9254] The poor outage in my area is causing frequent dropped calls.,"['ref-9254', 'poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9254 poor outage area causing frequent dropped call,-0.4767,0.0,0.78,0.22
My signal has been unlimited for the past few hours. ?!?,positive,telecom,2025-07-24 12:55:51.006112,My signal has been unlimited for the past few hours. ?,"['signal', 'unlimited', 'past', 'hour']",signal unlimited past hour,0.0,0.0,1.0,0.0
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 12:56:03.171319,The frustrating network in my area is causing frequent dropped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating network area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 18:04:15.336525,The unstable roaming in my area is causing frequent dropped calls.,"['unstable', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable roaming area causing frequent dropped call,-0.3612,0.0,0.8,0.2
My mobile invoice was suddenly upgraded without any warning.,positive,telecom,2025-07-24 07:47:27.501732,My mobile invoice was suddenly upgraded without any warning.,"['mobile', 'invoice', 'suddenly', 'upgraded', 'without', 'warning']",mobile invoice suddenly upgraded without warning,0.2584,0.203,0.797,0.0
My mobile signal was suddenly charged without any warning.,neutral,telecom,2025-07-24 21:56:39.666938,My mobile signal was suddenly charged without any warning.,"['mobile', 'signal', 'suddenly', 'charged', 'without', 'warning']",mobile signal suddenly charged without warning,0.0608,0.188,0.646,0.166
My signal has been unlimited for the past few hours.,positive,telecom,2025-07-24 10:06:51.832145,My signal has been unlimited for the past few hours.,"['signal', 'unlimited', 'past', 'hour']",signal unlimited past hour,0.0,0.0,1.0,0.0
[REF-8015] The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-07-24 21:50:03.997351,[REF-8015] The frustrating billing in my area is causing frequent dropped calls.,"['ref-8015', 'frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8015 frustrating billing area causing frequent dropped call,-0.4404,0.0,0.791,0.209
Can you check if there is a service network in my location?,positive,telecom,2025-07-24 19:02:16.162558,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
My roaming has been helpful for the past few hours.,positive,telecom,2025-07-24 17:54:28.327764,My roaming has been helpful for the past few hours.,"['roaming', 'helpful', 'past', 'hour']",roaming helpful past hour,0.4215,0.237,0.763,0.0
The overpriced coverage in my area is causing frequent dropped calls.!!!,neutral,telecom,2025-07-25 10:06:40.492971,The overpriced coverage in my area is causing frequent dropped calls!,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call,0.0,0.0,1.0,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-25 09:54:52.658177,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
MY MOBILE SIGNAL WAS SUDDENLY ACTIVATED WITHOUT ANY WARNING.,positive,telecom,2025-07-25 11:48:04.823384,MY MOBILE SIGNAL WAS SUDDENLY ACTIVATED WITHOUT ANY WARNING.,"['mobile', 'signal', 'suddenly', 'activated', 'without', 'warning']",mobile signal suddenly activated without warning,0.2584,0.203,0.797,0.0
 like Can you check if there is a service network in my location?,positive,telecom,2025-07-25 02:29:16.988590,like Can you check if there is a service network in my location?,"['like', 'check', 'service', 'network', 'location']",like check service network location,0.3612,0.172,0.828,0.0
THE POOR NETWORK IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-07-25 08:59:29.153797,THE POOR NETWORK IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['poor', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",poor network area causing frequent dropped call,-0.4767,0.0,0.763,0.237
